Product,ASIN,Aspect,amod_pct,amod_polar_word_pct,n_reviews,is_aspect
Cheetah Mounts APTMM2B TV Wall Mount for 20-75-Inch TVs Bundle with 10-feet Braided HDMI Cable and a 6-Inch 3-Axis Magnetic Bubble,B0012S4APK,screw,0.119,0.17,317,1
Cheetah Mounts APTMM2B TV Wall Mount for 20-75-Inch TVs Bundle with 10-feet Braided HDMI Cable and a 6-Inch 3-Axis Magnetic Bubble,B0012S4APK,bracket,0.127,0.39,230,1
Cheetah Mounts APTMM2B TV Wall Mount for 20-75-Inch TVs Bundle with 10-feet Braided HDMI Cable and a 6-Inch 3-Axis Magnetic Bubble,B0012S4APK,stud,0.041,0.2,226,0
Cheetah Mounts APTMM2B TV Wall Mount for 20-75-Inch TVs Bundle with 10-feet Braided HDMI Cable and a 6-Inch 3-Axis Magnetic Bubble,B0012S4APK,instruction,0.112,0.65,197,1
Cheetah Mounts APTMM2B TV Wall Mount for 20-75-Inch TVs Bundle with 10-feet Braided HDMI Cable and a 6-Inch 3-Axis Magnetic Bubble,B0012S4APK,quality,0.315,0.82,164,1
Cheetah Mounts APTMM2B TV Wall Mount for 20-75-Inch TVs Bundle with 10-feet Braided HDMI Cable and a 6-Inch 3-Axis Magnetic Bubble,B0012S4APK,inch,0.037,0.64,164,0
Cheetah Mounts APTMM2B TV Wall Mount for 20-75-Inch TVs Bundle with 10-feet Braided HDMI Cable and a 6-Inch 3-Axis Magnetic Bubble,B0012S4APK,tilt,0.059,0.51,158,1
Cheetah Mounts APTMM2B TV Wall Mount for 20-75-Inch TVs Bundle with 10-feet Braided HDMI Cable and a 6-Inch 3-Axis Magnetic Bubble,B0012S4APK,part,0.22,0.43,146,0
Cheetah Mounts APTMM2B TV Wall Mount for 20-75-Inch TVs Bundle with 10-feet Braided HDMI Cable and a 6-Inch 3-Axis Magnetic Bubble,B0012S4APK,bolt,0.128,0.28,146,1
Cheetah Mounts APTMM2B TV Wall Mount for 20-75-Inch TVs Bundle with 10-feet Braided HDMI Cable and a 6-Inch 3-Axis Magnetic Bubble,B0012S4APK,piece,0.199,0.3,144,1
Cheetah Mounts APTMM2B TV Wall Mount for 20-75-Inch TVs Bundle with 10-feet Braided HDMI Cable and a 6-Inch 3-Axis Magnetic Bubble,B0012S4APK,cheetah,0.103,0,134,0
Cheetah Mounts APTMM2B TV Wall Mount for 20-75-Inch TVs Bundle with 10-feet Braided HDMI Cable and a 6-Inch 3-Axis Magnetic Bubble,B0012S4APK,hardware,0.267,0.12,129,1
Cheetah Mounts APTMM2B TV Wall Mount for 20-75-Inch TVs Bundle with 10-feet Braided HDMI Cable and a 6-Inch 3-Axis Magnetic Bubble,B0012S4APK,hole,0.247,0.25,128,1
Cheetah Mounts APTMM2B TV Wall Mount for 20-75-Inch TVs Bundle with 10-feet Braided HDMI Cable and a 6-Inch 3-Axis Magnetic Bubble,B0012S4APK,bit,0.132,0.72,127,0
PowerGen 2.4Amps / 12W Dual USB Car charger Designed for Apple and Android Devices - White,B00622AG6S,charger,0.182,0.62,678,1
PowerGen 2.4Amps / 12W Dual USB Car charger Designed for Apple and Android Devices - White,B00622AG6S,car,0.095,0.47,662,0
PowerGen 2.4Amps / 12W Dual USB Car charger Designed for Apple and Android Devices - White,B00622AG6S,iphone,0.02,0.88,446,0
PowerGen 2.4Amps / 12W Dual USB Car charger Designed for Apple and Android Devices - White,B00622AG6S,phone,0.056,0.53,441,0
PowerGen 2.4Amps / 12W Dual USB Car charger Designed for Apple and Android Devices - White,B00622AG6S,usb,0.193,0.13,423,1
PowerGen 2.4Amps / 12W Dual USB Car charger Designed for Apple and Android Devices - White,B00622AG6S,port,0.128,0.31,368,1
PowerGen 2.4Amps / 12W Dual USB Car charger Designed for Apple and Android Devices - White,B00622AG6S,charge,0.016,0.71,232,1
PowerGen 2.4Amps / 12W Dual USB Car charger Designed for Apple and Android Devices - White,B00622AG6S,ipad,0.017,0.63,227,0
PowerGen 2.4Amps / 12W Dual USB Car charger Designed for Apple and Android Devices - White,B00622AG6S,power,0.14,0.5,194,1
PowerGen 2.4Amps / 12W Dual USB Car charger Designed for Apple and Android Devices - White,B00622AG6S,light,0.268,0.26,178,1
PowerGen 2.4Amps / 12W Dual USB Car charger Designed for Apple and Android Devices - White,B00622AG6S,apple,0.039,0.17,166,0
PowerGen 2.4Amps / 12W Dual USB Car charger Designed for Apple and Android Devices - White,B00622AG6S,cable,0.18,0.26,147,1
PowerGen 2.4Amps / 12W Dual USB Car charger Designed for Apple and Android Devices - White,B00622AG6S,trip,0.261,0.76,109,0
PowerGen 2.4Amps / 12W Dual USB Car charger Designed for Apple and Android Devices - White,B00622AG6S,quality,0.331,0.86,98,1
PowerGen 2.4Amps / 12W Dual USB Car charger Designed for Apple and Android Devices - White,B00622AG6S,outlet,0.15,0.26,96,1
PowerGen 2.4Amps / 12W Dual USB Car charger Designed for Apple and Android Devices - White,B00622AG6S,android,0.082,0.6,92,0
PowerGen 2.4Amps / 12W Dual USB Car charger Designed for Apple and Android Devices - White,B00622AG6S,powergen,0,nan,91,0
PowerGen 2.4Amps / 12W Dual USB Car charger Designed for Apple and Android Devices - White,B00622AG6S,adapter,0.185,0.52,89,1
PowerGen 2.4Amps / 12W Dual USB Car charger Designed for Apple and Android Devices - White,B00622AG6S,wife,0.012,0.5,82,0
PowerGen 2.4Amps / 12W Dual USB Car charger Designed for Apple and Android Devices - White,B00622AG6S,plug,0.02,0.46,80,1
SanDisk Cruzer Fit 4GB USB 2.0 Low-Profile Flash Drive- SDCZ33-004G-B35,B005FYNSPK,drive,0.173,0.56,945,1
SanDisk Cruzer Fit 4GB USB 2.0 Low-Profile Flash Drive- SDCZ33-004G-B35,B005FYNSPK,usb,0.13,0.35,701,0
SanDisk Cruzer Fit 4GB USB 2.0 Low-Profile Flash Drive- SDCZ33-004G-B35,B005FYNSPK,flash,0.09,0.58,524,1
SanDisk Cruzer Fit 4GB USB 2.0 Low-Profile Flash Drive- SDCZ33-004G-B35,B005FYNSPK,size,0.265,0.62,439,1
SanDisk Cruzer Fit 4GB USB 2.0 Low-Profile Flash Drive- SDCZ33-004G-B35,B005FYNSPK,car,0.057,0.81,420,0
SanDisk Cruzer Fit 4GB USB 2.0 Low-Profile Flash Drive- SDCZ33-004G-B35,B005FYNSPK,port,0.048,0.29,323,1
SanDisk Cruzer Fit 4GB USB 2.0 Low-Profile Flash Drive- SDCZ33-004G-B35,B005FYNSPK,music,0.121,0.65,305,1
SanDisk Cruzer Fit 4GB USB 2.0 Low-Profile Flash Drive- SDCZ33-004G-B35,B005FYNSPK,laptop,0.057,0.73,295,0
SanDisk Cruzer Fit 4GB USB 2.0 Low-Profile Flash Drive- SDCZ33-004G-B35,B005FYNSPK,storage,0.409,0.34,261,1
SanDisk Cruzer Fit 4GB USB 2.0 Low-Profile Flash Drive- SDCZ33-004G-B35,B005FYNSPK,file,0.235,0.54,255,1
SanDisk Cruzer Fit 4GB USB 2.0 Low-Profile Flash Drive- SDCZ33-004G-B35,B005FYNSPK,speed,0.277,0.35,214,1
SanDisk Cruzer Fit 4GB USB 2.0 Low-Profile Flash Drive- SDCZ33-004G-B35,B005FYNSPK,computer,0.073,0.61,207,0
SanDisk Cruzer Fit 4GB USB 2.0 Low-Profile Flash Drive- SDCZ33-004G-B35,B005FYNSPK,sandisk,0.043,0.5,196,0
SanDisk Cruzer Fit 4GB USB 2.0 Low-Profile Flash Drive- SDCZ33-004G-B35,B005FYNSPK,stereo,0.041,0.59,165,0
SanDisk Cruzer Fit 4GB USB 2.0 Low-Profile Flash Drive- SDCZ33-004G-B35,B005FYNSPK,space,0.403,0.54,144,1
SanDisk Cruzer Fit 4GB USB 2.0 Low-Profile Flash Drive- SDCZ33-004G-B35,B005FYNSPK,profile,0.472,0.15,142,0
SanDisk Cruzer Fit 4GB USB 2.0 Low-Profile Flash Drive- SDCZ33-004G-B35,B005FYNSPK,data,0.236,0.77,136,1
SanDisk Cruzer Fit 4GB USB 2.0 Low-Profile Flash Drive- SDCZ33-004G-B35,B005FYNSPK,lanyard,0.125,0.61,126,1
SanDisk Cruzer Fit 4GB USB 2.0 Low-Profile Flash Drive- SDCZ33-004G-B35,B005FYNSPK,gb,0.043,0.43,111,0
SanDisk Cruzer Fit 4GB USB 2.0 Low-Profile Flash Drive- SDCZ33-004G-B35,B005FYNSPK,loop,0.17,0.56,111,1
"JLab Audio JBuds Hi-Fi Noise-Reducing Ear Buds, GUARANTEED FOR LIFE - White",B000I68BD4,ear,0.111,0.44,549,1
"JLab Audio JBuds Hi-Fi Noise-Reducing Ear Buds, GUARANTEED FOR LIFE - White",B000I68BD4,sound,0.128,0.77,449,1
"JLab Audio JBuds Hi-Fi Noise-Reducing Ear Buds, GUARANTEED FOR LIFE - White",B000I68BD4,bud,0.154,0.57,389,1
"JLab Audio JBuds Hi-Fi Noise-Reducing Ear Buds, GUARANTEED FOR LIFE - White",B000I68BD4,quality,0.41,0.9,324,1
"JLab Audio JBuds Hi-Fi Noise-Reducing Ear Buds, GUARANTEED FOR LIFE - White",B000I68BD4,noise,0.287,0.27,249,1
"JLab Audio JBuds Hi-Fi Noise-Reducing Ear Buds, GUARANTEED FOR LIFE - White",B000I68BD4,pair,0.217,0.58,232,1
"JLab Audio JBuds Hi-Fi Noise-Reducing Ear Buds, GUARANTEED FOR LIFE - White",B000I68BD4,headphone,0.247,0.74,219,1
"JLab Audio JBuds Hi-Fi Noise-Reducing Ear Buds, GUARANTEED FOR LIFE - White",B000I68BD4,earbuds,0.197,0.65,207,1
"JLab Audio JBuds Hi-Fi Noise-Reducing Ear Buds, GUARANTEED FOR LIFE - White",B000I68BD4,music,0.146,0.52,140,1
"JLab Audio JBuds Hi-Fi Noise-Reducing Ear Buds, GUARANTEED FOR LIFE - White",B000I68BD4,bass,0.2,0.74,126,1
"JLab Audio JBuds Hi-Fi Noise-Reducing Ear Buds, GUARANTEED FOR LIFE - White",B000I68BD4,set,0.196,0.54,119,1
"JLab Audio JBuds Hi-Fi Noise-Reducing Ear Buds, GUARANTEED FOR LIFE - White",B000I68BD4,size,0.262,0.15,112,1
"JLab Audio JBuds Hi-Fi Noise-Reducing Ear Buds, GUARANTEED FOR LIFE - White",B000I68BD4,ipod,0.032,0.67,107,0
"JLab Audio JBuds Hi-Fi Noise-Reducing Ear Buds, GUARANTEED FOR LIFE - White",B000I68BD4,jbuds,0.049,0.75,103,0
"JLab Audio JBuds Hi-Fi Noise-Reducing Ear Buds, GUARANTEED FOR LIFE - White",B000I68BD4,cord,0.197,0.51,99,1
"JLab Audio JBuds Hi-Fi Noise-Reducing Ear Buds, GUARANTEED FOR LIFE - White",B000I68BD4,earphone,0.228,0.79,95,1
"JLab Audio JBuds Hi-Fi Noise-Reducing Ear Buds, GUARANTEED FOR LIFE - White",B000I68BD4,phone,0.101,0.81,78,1
"JLab Audio JBuds Hi-Fi Noise-Reducing Ear Buds, GUARANTEED FOR LIFE - White",B000I68BD4,fit,0.054,0.82,75,1
"JLab Audio JBuds Hi-Fi Noise-Reducing Ear Buds, GUARANTEED FOR LIFE - White",B000I68BD4,money,0.118,0.6,74,0
"JLab Audio JBuds Hi-Fi Noise-Reducing Ear Buds, GUARANTEED FOR LIFE - White",B000I68BD4,volume,0.243,0.54,73,1
SanDisk 2GB Class 4 SD Flash Memory Card- SDSDB-002G-B35 (Label May Change),B000BQ7GW8,card,0.114,0.48,770,1
SanDisk 2GB Class 4 SD Flash Memory Card- SDSDB-002G-B35 (Label May Change),B000BQ7GW8,camera,0.173,0.41,479,0
SanDisk 2GB Class 4 SD Flash Memory Card- SDSDB-002G-B35 (Label May Change),B000BQ7GW8,memory,0.269,0.4,369,1
SanDisk 2GB Class 4 SD Flash Memory Card- SDSDB-002G-B35 (Label May Change),B000BQ7GW8,sandisk,0.026,1,258,0
SanDisk 2GB Class 4 SD Flash Memory Card- SDSDB-002G-B35 (Label May Change),B000BQ7GW8,sd,0.104,0.25,241,0
SanDisk 2GB Class 4 SD Flash Memory Card- SDSDB-002G-B35 (Label May Change),B000BQ7GW8,picture,0.152,0.74,213,1
SanDisk 2GB Class 4 SD Flash Memory Card- SDSDB-002G-B35 (Label May Change),B000BQ7GW8,video,0.125,0.75,172,1
SanDisk 2GB Class 4 SD Flash Memory Card- SDSDB-002G-B35 (Label May Change),B000BQ7GW8,photo,0.117,0.76,128,1
SanDisk 2GB Class 4 SD Flash Memory Card- SDSDB-002G-B35 (Label May Change),B000BQ7GW8,storage,0.301,0.22,117,1
SanDisk 2GB Class 4 SD Flash Memory Card- SDSDB-002G-B35 (Label May Change),B000BQ7GW8,gb,0.049,1,114,0
SanDisk 2GB Class 4 SD Flash Memory Card- SDSDB-002G-B35 (Label May Change),B000BQ7GW8,computer,0.099,0.6,102,0
SanDisk 2GB Class 4 SD Flash Memory Card- SDSDB-002G-B35 (Label May Change),B000BQ7GW8,sdhc,0.017,0,99,0
SanDisk 2GB Class 4 SD Flash Memory Card- SDSDB-002G-B35 (Label May Change),B000BQ7GW8,space,0.32,0.58,88,1
SanDisk 2GB Class 4 SD Flash Memory Card- SDSDB-002G-B35 (Label May Change),B000BQ7GW8,flash,0,nan,85,0
SanDisk 2GB Class 4 SD Flash Memory Card- SDSDB-002G-B35 (Label May Change),B000BQ7GW8,class,0.062,0.73,80,0
SanDisk 2GB Class 4 SD Flash Memory Card- SDSDB-002G-B35 (Label May Change),B000BQ7GW8,quality,0.319,0.86,77,1
SanDisk 2GB Class 4 SD Flash Memory Card- SDSDB-002G-B35 (Label May Change),B000BQ7GW8,capacity,0.208,0.71,69,1
SanDisk 2GB Class 4 SD Flash Memory Card- SDSDB-002G-B35 (Label May Change),B000BQ7GW8,speed,0.331,0.31,68,1
SanDisk 2GB Class 4 SD Flash Memory Card- SDSDB-002G-B35 (Label May Change),B000BQ7GW8,canon,0.069,1,66,0
SanDisk 2GB Class 4 SD Flash Memory Card- SDSDB-002G-B35 (Label May Change),B000BQ7GW8,disk,0.155,0.31,65,0
Roku 3 Streaming Media Player (2014 model),B00BGGDVOO,roku,0.057,0.76,1424,0
Roku 3 Streaming Media Player (2014 model),B00BGGDVOO,tv,0.098,0.75,904,1
Roku 3 Streaming Media Player (2014 model),B00BGGDVOO,channel,0.265,0.62,720,1
Roku 3 Streaming Media Player (2014 model),B00BGGDVOO,netflix,0.01,0.33,701,0
Roku 3 Streaming Media Player (2014 model),B00BGGDVOO,cable,0.065,0.29,553,0
Roku 3 Streaming Media Player (2014 model),B00BGGDVOO,remote,0.105,0.4,509,1
Roku 3 Streaming Media Player (2014 model),B00BGGDVOO,movie,0.162,0.73,451,1
Roku 3 Streaming Media Player (2014 model),B00BGGDVOO,video,0.137,0.43,403,1
Roku 3 Streaming Media Player (2014 model),B00BGGDVOO,headphone,0.167,0.43,383,1
Roku 3 Streaming Media Player (2014 model),B00BGGDVOO,box,0.18,0.66,367,1
Roku 3 Streaming Media Player (2014 model),B00BGGDVOO,prime,0.008,0.2,344,0
Roku 3 Streaming Media Player (2014 model),B00BGGDVOO,player,0.134,0.58,329,0
Roku 3 Streaming Media Player (2014 model),B00BGGDVOO,internet,0.114,0.43,276,0
Roku 3 Streaming Media Player (2014 model),B00BGGDVOO,service,0.219,0.51,269,1
Roku 3 Streaming Media Player (2014 model),B00BGGDVOO,interface,0.216,0.68,267,1
Roku 3 Streaming Media Player (2014 model),B00BGGDVOO,quality,0.206,0.71,264,1
Roku 3 Streaming Media Player (2014 model),B00BGGDVOO,content,0.273,0.6,263,1
Roku 3 Streaming Media Player (2014 model),B00BGGDVOO,feature,0.238,0.73,260,1
Roku 3 Streaming Media Player (2014 model),B00BGGDVOO,apple,0.036,0,247,0
Roku 3 Streaming Media Player (2014 model),B00BGGDVOO,hulu,0.031,0.67,239,0
SanDisk 4GB Extreme SDHC Class 10 Memory Card,B000QUUFRW,card,0.128,0.6,1208,1
SanDisk 4GB Extreme SDHC Class 10 Memory Card,B000QUUFRW,camera,0.136,0.42,682,0
SanDisk 4GB Extreme SDHC Class 10 Memory Card,B000QUUFRW,video,0.125,0.58,485,1
SanDisk 4GB Extreme SDHC Class 10 Memory Card,B000QUUFRW,speed,0.271,0.41,423,1
SanDisk 4GB Extreme SDHC Class 10 Memory Card,B000QUUFRW,sandisk,0.078,0.56,423,0
SanDisk 4GB Extreme SDHC Class 10 Memory Card,B000QUUFRW,memory,0.262,0.65,386,1
SanDisk 4GB Extreme SDHC Class 10 Memory Card,B000QUUFRW,canon,0.034,1,295,0
SanDisk 4GB Extreme SDHC Class 10 Memory Card,B000QUUFRW,sd,0.113,0.67,292,0
SanDisk 4GB Extreme SDHC Class 10 Memory Card,B000QUUFRW,picture,0.155,0.59,261,1
SanDisk 4GB Extreme SDHC Class 10 Memory Card,B000QUUFRW,photo,0.129,0.67,235,1
SanDisk 4GB Extreme SDHC Class 10 Memory Card,B000QUUFRW,class,0.07,0.69,200,0
SanDisk 4GB Extreme SDHC Class 10 Memory Card,B000QUUFRW,nikon,0.054,1,183,0
SanDisk 4GB Extreme SDHC Class 10 Memory Card,B000QUUFRW,hd,0.18,1,173,0
SanDisk 4GB Extreme SDHC Class 10 Memory Card,B000QUUFRW,quality,0.323,0.77,150,1
SanDisk 4GB Extreme SDHC Class 10 Memory Card,B000QUUFRW,extreme,0.032,0.4,138,0
SanDisk 4GB Extreme SDHC Class 10 Memory Card,B000QUUFRW,computer,0.012,0,126,0
SanDisk 4GB Extreme SDHC Class 10 Memory Card,B000QUUFRW,dslr,0.06,0.86,121,0
SanDisk 4GB Extreme SDHC Class 10 Memory Card,B000QUUFRW,file,0.267,0.75,117,1
SanDisk 4GB Extreme SDHC Class 10 Memory Card,B000QUUFRW,shot,0.254,0.43,110,1
SanDisk 4GB Extreme SDHC Class 10 Memory Card,B000QUUFRW,image,0.191,0.65,103,1
"Tech Armor Ultimate 4-Way 360 Degree Privacy Screen Protector for Apple New iPhone 5, Latest Generation, 1-Pack",B008OHNZI0,screen,0.117,0.59,887,1
"Tech Armor Ultimate 4-Way 360 Degree Privacy Screen Protector for Apple New iPhone 5, Latest Generation, 1-Pack",B008OHNZI0,protector,0.112,0.67,733,1
"Tech Armor Ultimate 4-Way 360 Degree Privacy Screen Protector for Apple New iPhone 5, Latest Generation, 1-Pack",B008OHNZI0,iphone,0.088,0.84,386,1
"Tech Armor Ultimate 4-Way 360 Degree Privacy Screen Protector for Apple New iPhone 5, Latest Generation, 1-Pack",B008OHNZI0,bubble,0.1,0.69,385,1
"Tech Armor Ultimate 4-Way 360 Degree Privacy Screen Protector for Apple New iPhone 5, Latest Generation, 1-Pack",B008OHNZI0,phone,0.072,0.79,343,1
"Tech Armor Ultimate 4-Way 360 Degree Privacy Screen Protector for Apple New iPhone 5, Latest Generation, 1-Pack",B008OHNZI0,dust,0.095,0.68,212,1
"Tech Armor Ultimate 4-Way 360 Degree Privacy Screen Protector for Apple New iPhone 5, Latest Generation, 1-Pack",B008OHNZI0,armor,0.039,0.15,206,0
"Tech Armor Ultimate 4-Way 360 Degree Privacy Screen Protector for Apple New iPhone 5, Latest Generation, 1-Pack",B008OHNZI0,tech,0.15,0.33,199,0
"Tech Armor Ultimate 4-Way 360 Degree Privacy Screen Protector for Apple New iPhone 5, Latest Generation, 1-Pack",B008OHNZI0,glare,0.241,0.12,176,1
"Tech Armor Ultimate 4-Way 360 Degree Privacy Screen Protector for Apple New iPhone 5, Latest Generation, 1-Pack",B008OHNZI0,quality,0.244,0.88,169,1
"Tech Armor Ultimate 4-Way 360 Degree Privacy Screen Protector for Apple New iPhone 5, Latest Generation, 1-Pack",B008OHNZI0,case,0.084,0.4,140,1
"Tech Armor Ultimate 4-Way 360 Degree Privacy Screen Protector for Apple New iPhone 5, Latest Generation, 1-Pack",B008OHNZI0,fingerprint,0.187,0.31,138,1
"Tech Armor Ultimate 4-Way 360 Degree Privacy Screen Protector for Apple New iPhone 5, Latest Generation, 1-Pack",B008OHNZI0,instruction,0.152,0.86,127,1
"Tech Armor Ultimate 4-Way 360 Degree Privacy Screen Protector for Apple New iPhone 5, Latest Generation, 1-Pack",B008OHNZI0,matte,0.058,0.8,126,1
"Tech Armor Ultimate 4-Way 360 Degree Privacy Screen Protector for Apple New iPhone 5, Latest Generation, 1-Pack",B008OHNZI0,scratch,0.066,0.53,115,1
"Tech Armor Ultimate 4-Way 360 Degree Privacy Screen Protector for Apple New iPhone 5, Latest Generation, 1-Pack",B008OHNZI0,cover,0.087,0.44,110,1
"Tech Armor Ultimate 4-Way 360 Degree Privacy Screen Protector for Apple New iPhone 5, Latest Generation, 1-Pack",B008OHNZI0,air,0.286,0,110,0
"Tech Armor Ultimate 4-Way 360 Degree Privacy Screen Protector for Apple New iPhone 5, Latest Generation, 1-Pack",B008OHNZI0,installation,0.263,0.73,105,1
"Tech Armor Ultimate 4-Way 360 Degree Privacy Screen Protector for Apple New iPhone 5, Latest Generation, 1-Pack",B008OHNZI0,finger,0.095,0.4,102,1
"Tech Armor Ultimate 4-Way 360 Degree Privacy Screen Protector for Apple New iPhone 5, Latest Generation, 1-Pack",B008OHNZI0,cloth,0.181,0.4,97,1
"Mohu Leaf 30 TV Antenna, Indoor, 30 Mile Range, Original Paper-thin, Reversible, Paintable, 4K-Ready HDTV, 10 Foot Detachable Cable, Premium Materials for Performance, USA Made, MH-110598",B004QK7HI8,antenna,0.222,0.41,1122,1
"Mohu Leaf 30 TV Antenna, Indoor, 30 Mile Range, Original Paper-thin, Reversible, Paintable, 4K-Ready HDTV, 10 Foot Detachable Cable, Premium Materials for Performance, USA Made, MH-110598",B004QK7HI8,channel,0.217,0.48,1036,1
"Mohu Leaf 30 TV Antenna, Indoor, 30 Mile Range, Original Paper-thin, Reversible, Paintable, 4K-Ready HDTV, 10 Foot Detachable Cable, Premium Materials for Performance, USA Made, MH-110598",B004QK7HI8,tv,0.125,0.65,643,1
"Mohu Leaf 30 TV Antenna, Indoor, 30 Mile Range, Original Paper-thin, Reversible, Paintable, 4K-Ready HDTV, 10 Foot Detachable Cable, Premium Materials for Performance, USA Made, MH-110598",B004QK7HI8,cable,0.13,0.31,582,1
"Mohu Leaf 30 TV Antenna, Indoor, 30 Mile Range, Original Paper-thin, Reversible, Paintable, 4K-Ready HDTV, 10 Foot Detachable Cable, Premium Materials for Performance, USA Made, MH-110598",B004QK7HI8,signal,0.238,0.64,457,1
"Mohu Leaf 30 TV Antenna, Indoor, 30 Mile Range, Original Paper-thin, Reversible, Paintable, 4K-Ready HDTV, 10 Foot Detachable Cable, Premium Materials for Performance, USA Made, MH-110598",B004QK7HI8,station,0.242,0.41,438,1
"Mohu Leaf 30 TV Antenna, Indoor, 30 Mile Range, Original Paper-thin, Reversible, Paintable, 4K-Ready HDTV, 10 Foot Detachable Cable, Premium Materials for Performance, USA Made, MH-110598",B004QK7HI8,wall,0.118,0.18,394,0
"Mohu Leaf 30 TV Antenna, Indoor, 30 Mile Range, Original Paper-thin, Reversible, Paintable, 4K-Ready HDTV, 10 Foot Detachable Cable, Premium Materials for Performance, USA Made, MH-110598",B004QK7HI8,reception,0.406,0.79,393,1
"Mohu Leaf 30 TV Antenna, Indoor, 30 Mile Range, Original Paper-thin, Reversible, Paintable, 4K-Ready HDTV, 10 Foot Detachable Cable, Premium Materials for Performance, USA Made, MH-110598",B004QK7HI8,leaf,0.081,0.42,385,0
"Mohu Leaf 30 TV Antenna, Indoor, 30 Mile Range, Original Paper-thin, Reversible, Paintable, 4K-Ready HDTV, 10 Foot Detachable Cable, Premium Materials for Performance, USA Made, MH-110598",B004QK7HI8,area,0.169,0.26,316,0
"Mohu Leaf 30 TV Antenna, Indoor, 30 Mile Range, Original Paper-thin, Reversible, Paintable, 4K-Ready HDTV, 10 Foot Detachable Cable, Premium Materials for Performance, USA Made, MH-110598",B004QK7HI8,mile,0.015,0.38,298,0
"Mohu Leaf 30 TV Antenna, Indoor, 30 Mile Range, Original Paper-thin, Reversible, Paintable, 4K-Ready HDTV, 10 Foot Detachable Cable, Premium Materials for Performance, USA Made, MH-110598",B004QK7HI8,mohu,0.027,0.29,293,0
"Mohu Leaf 30 TV Antenna, Indoor, 30 Mile Range, Original Paper-thin, Reversible, Paintable, 4K-Ready HDTV, 10 Foot Detachable Cable, Premium Materials for Performance, USA Made, MH-110598",B004QK7HI8,hd,0.104,0.79,270,1
"Mohu Leaf 30 TV Antenna, Indoor, 30 Mile Range, Original Paper-thin, Reversible, Paintable, 4K-Ready HDTV, 10 Foot Detachable Cable, Premium Materials for Performance, USA Made, MH-110598",B004QK7HI8,window,0.089,0.34,243,0
"Mohu Leaf 30 TV Antenna, Indoor, 30 Mile Range, Original Paper-thin, Reversible, Paintable, 4K-Ready HDTV, 10 Foot Detachable Cable, Premium Materials for Performance, USA Made, MH-110598",B004QK7HI8,picture,0.236,0.76,214,1
"Mohu Leaf 30 TV Antenna, Indoor, 30 Mile Range, Original Paper-thin, Reversible, Paintable, 4K-Ready HDTV, 10 Foot Detachable Cable, Premium Materials for Performance, USA Made, MH-110598",B004QK7HI8,location,0.302,0.36,201,1
"Mohu Leaf 30 TV Antenna, Indoor, 30 Mile Range, Original Paper-thin, Reversible, Paintable, 4K-Ready HDTV, 10 Foot Detachable Cable, Premium Materials for Performance, USA Made, MH-110598",B004QK7HI8,ear,0.127,0.52,199,1
"Mohu Leaf 30 TV Antenna, Indoor, 30 Mile Range, Original Paper-thin, Reversible, Paintable, 4K-Ready HDTV, 10 Foot Detachable Cable, Premium Materials for Performance, USA Made, MH-110598",B004QK7HI8,rabbit,0.125,0,187,0
"Mohu Leaf 30 TV Antenna, Indoor, 30 Mile Range, Original Paper-thin, Reversible, Paintable, 4K-Ready HDTV, 10 Foot Detachable Cable, Premium Materials for Performance, USA Made, MH-110598",B004QK7HI8,quality,0.188,0.74,179,1
"Mohu Leaf 30 TV Antenna, Indoor, 30 Mile Range, Original Paper-thin, Reversible, Paintable, 4K-Ready HDTV, 10 Foot Detachable Cable, Premium Materials for Performance, USA Made, MH-110598",B004QK7HI8,room,0.134,0.29,167,1
Mediabridge USB 2.0 - Micro-USB to USB Cable (6 Feet) - High-Speed A Male to Micro B - (Part# 30-004-06B ),B004GF8TIK,cable,0.195,0.56,932,1
Mediabridge USB 2.0 - Micro-USB to USB Cable (6 Feet) - High-Speed A Male to Micro B - (Part# 30-004-06B ),B004GF8TIK,phone,0.051,0.45,382,0
Mediabridge USB 2.0 - Micro-USB to USB Cable (6 Feet) - High-Speed A Male to Micro B - (Part# 30-004-06B ),B004GF8TIK,usb,0.213,0.09,352,0
Mediabridge USB 2.0 - Micro-USB to USB Cable (6 Feet) - High-Speed A Male to Micro B - (Part# 30-004-06B ),B004GF8TIK,quality,0.361,0.89,346,1
Mediabridge USB 2.0 - Micro-USB to USB Cable (6 Feet) - High-Speed A Male to Micro B - (Part# 30-004-06B ),B004GF8TIK,mediabridge,0,nan,185,0
Mediabridge USB 2.0 - Micro-USB to USB Cable (6 Feet) - High-Speed A Male to Micro B - (Part# 30-004-06B ),B004GF8TIK,length,0.256,0.44,157,1
Mediabridge USB 2.0 - Micro-USB to USB Cable (6 Feet) - High-Speed A Male to Micro B - (Part# 30-004-06B ),B004GF8TIK,end,0.131,0.2,153,0
Mediabridge USB 2.0 - Micro-USB to USB Cable (6 Feet) - High-Speed A Male to Micro B - (Part# 30-004-06B ),B004GF8TIK,cord,0.177,0.54,144,1
Mediabridge USB 2.0 - Micro-USB to USB Cable (6 Feet) - High-Speed A Male to Micro B - (Part# 30-004-06B ),B004GF8TIK,connector,0.257,0.18,140,1
Mediabridge USB 2.0 - Micro-USB to USB Cable (6 Feet) - High-Speed A Male to Micro B - (Part# 30-004-06B ),B004GF8TIK,connection,0.286,0.47,138,1
