Label,Rating,Product,Aspect,TextBlob,VADER,Afinn,Review
0,3,AmazonBasics Apple Certified Lightning to USB Cable - 3 Feet (0.9 Meters) - Black,lightning end,0.058,0,2,"It's 4 inches from tip to tip, and while the plastic casing around the USB end and the lightning end seem sturdy enough (the cable itself feels stiff and durable), I'm kind of counting down to when something breaks. "
0,3,Roku 2 XS 1080p Streaming Player (Old Model),option,0.062,0.0711,5,"Since I'm not a huge Apple fan, this is pretty much the only option I have for media. "
1,3,eneloop SEC-CSPACER4PK C Size Spacers for use with AA battery cells,life,0.067,0,0,I have used nothing but Eneloop batteries since they were first introduced for their long life and especially for the length if time they will hold their charge. 
-1,3,"Cyber Acoustics 30 Watt Powered Speakers with Subwoofer for PC and Gaming Systems in Standard Packaging, (CA-3602a)",system,0.069,0.128,2,"I wasn't able to use this Cyber Acoustics system the way it should have been used, due to the fact that after carefully unpacking and setting it up, I discovered one speaker did not work.  Also, the system was simple to set up. "
0,3,Apple TV MD199LL/A [NEWEST VERSION],service,0.075,0.6705,4,Only true reason to buy this other than the others that support streaming services would be the airplay which was why I bought it. 
-1,3,"Tech Armor Ultimate 4-Way 360 Degree Privacy Screen Protector for Apple New iPhone 5, Latest Generation, 1-Pack",protector,0.081,-0.1477,-3,"First of all, let me say I have had numerous touch-screen devices on which I installed screen protectors so I'm not unfamiliar with the process. In fact, some members of my family will bring their devices and protectors to me to install because I'm normally able to install them with very few bubbles.Having said all that, I struggled to get these screen protectors installed with minimal bubbles. The first attempt was such a disaster I ended up having to throw that protector away. I've kept the third protector as a backup in case the bubbles continue to irritate me or the second protector is damaged.I would only recommend these screen protectors if you can be satisfied with less than perfection."
0,3,Kingston Datatraveler 101 Gen 2 With urDrive 8GB USB 2.0 (Red),drive,0.085,-0.458,-4,"This flash drive felt pretty slow, so using this free tool called HD_Speed from SteelBytes.com, I was able to run a quick Read and Write test. I've included my other flash drive (Patriot Rage) also bought here on Amazon for comparison:Kingston 16G DataTraveler DT101G217.3M/Sec Read7.4M/Sec WritePatriot Xporter XT Rage 16G PEF16GRUSB27.9M/Sec Read16.2M/Sec WriteMy Laptop Hard Drive (just for fun)48M/Sec Read(can't do the write test, as HD_Speed tool needs to destroy data to do this)As you can see, the Patriot Rage is much faster. "
0,3,"Kindle Fire HD 7"", Dolby Audio, Dual-Band Wi-Fi, 16 GB (Previous Generation - 2nd),-R",reader,0.087,0.3182,0,It's a bit heavy to use as an e-reader so stick with the original Kindle.
-1,3,AmazonBasics Apple Certified Lightning to USB Cable - 3 Feet (0.9 Meters) - Black,lightning connector,0.095,-0.5423,-3,"Inexpensive and much longer than the OEM Apple Lightning CableCONS: Housing on the lightning connector end is huge; 1 of 2 purchased cables broke after four monthsI purchased two of these cables: one for home and one for work. Similar to several other reviewers, I found the size of the housing around the lightning connector end of the cable to be obnoxious. "
-1,3,LG Tone HBS-730 Wireless Stereo Headset - Black,connection,0.097,0.7619,7,"I have to agree with others, connection is not as solid as previous 700 model. I will keep it since connection seems to be good (with descent range) as long as there is clear line of sight, which works for me 80% of time especially when driving.  "
0,3,"Logitech M570 Wireless Trackball, Computer Wireless Mouse, Long Range Wireless Mouse",user,0.1,0,0,"Understand, I'm a Mac user who has been using an old PCAlly Glitterball/Qball trackball for about 10 years and I've used trackballs exclusively since 1995. "
0,3,"Logitech Wireless Touch Keyboard K400 with Built-In Multi-Touch Touchpad, Black",key,0.109,0,0,"The layout is slightly offset and the keys, mostly along the right side, are smaller than usual (right shift, arrows, etc).  "
0,3,"Logitech Wireless Touch Keyboard K400 with Built-In Multi-Touch Touchpad, Black",mouse,0.116,0.3882,3,Set up was so easy: I didn't so anything other than plug in the wireless plug into the USB adapter and plug that into my PC's USB.ConsThe mouse pad is off to the right which I didn't like as much as the Adesso above which is in the center.  
0,3,AmazonBasics Apple Certified Lightning to USB Cable - 3 Feet (0.9 Meters) - Black,lifeproof case,0.117,-0.2755,1,"HOWEVER, the black piece on the lightning adapter doesn't fit into my lifeproof case.  "
0,3,SanDisk Cruzer Fit 4GB USB 2.0 Low-Profile Flash Drive- SDCZ33-004G-B35,usb,0.12,0.4144,2,"i love this flash drive because, it holds a lot of memory in such a little space.i have 2 problems with this drive:1.small=easy to lose2.USB 2.0= the older version which nobody wants...(look for USB 3.0...it"
0,3,"Logitech Wireless Touch Keyboard K400 with Built-In Multi-Touch Touchpad, Black",keyboard,0.121,0.8402,5,The keyboard layout with the small right side shift key makes using capital letters and exclamations and such that require shifted left hand keystrokes tedious.  Better keyboard layout with full shift see any good laptop.  
-1,3,"Logitech Wireless Touch Keyboard K400 with Built-In Multi-Touch Touchpad, Black",keyboard,0.123,-0.257,2,"What sets Logitech apart is how they LOVE to switch and change keys around their keyboards.  And the fn key is another thing- Instead of having an F-lock so that you can control whether the fkeys work for system functions or media stuff, the f-lock with their keyboards is automatically ALWAYS ON.  If you like to use the media buttons to press play/pause etc on your media player you now have to press 2 buttons on the keyboard each and every time you press.  Well with this keyboard the changes are even worse.  The keyboard doesn't feel ""nice"" and by that I just mean it The keys have more of a clacking sound than some other keyboards I have in the same pricepoint- but I've had it for weeks and the keyboard still works just fin.But it also seems from the reviews that most people like to use this keyboard for tv and media.  sure I could get used to the key changes, but since no other keyboard has these problems I don't WANT to get used to them.  Otherwise I'll get lost on other keyboards.I have two logitech keyboards and several keyboards from other companies.  "
0,3,"Panasonic ErgoFit Best in Class In-Ear Earbud Headphones RP-HJE120-D (Orange) Dynamic Crystal Clear Sound, Ergonomic Comfort-Fit, iPhone, Android Compatible, Noise Isolating Headphones",music,0.123,0.5621,6,"I love the bass in the Auvios and was looking forward to the Panasonic not only giving me better bass, but also cleared mid's and high's for my rock and alternative music."
0,3,[DISCONTINUED] Samsung 840 EVO 120GB 2.5-Inch SATA III Internal SSD (MZ-7TE120BW),laptop,0.124,-0.6904,-4,"Here is the linkhttp://www.amazon.com/Samsung-Electronics-2-5-Inch-Internal-MZ-7TE250KW/dp/B00E391E7W/ref=sr_1_14?s=electronics&ie;=UTF8&qid;=1404348442&sr;=1-14&keywords;=samsung+evoIf you are looking for your laptop, you need an notebook kithttp://www.amazon.com/Samsung-Electronics-2-5-Inch-Notebook-MZ-7TE250LW/dp/B00E3W19CE/ref=sr_1_10?s=electronics&ie;=UTF8&qid;=1404348442&sr;=1-10&keywords;=samsung+evoWhat's misleading in this page (single unit) is that amazon gives you an option on adding a bracket ($6) and SATA cable($5) with this single unit and you may think that's enough, but you are missing the most important thing that you need for data migration which is the SATA to USB cable which itself sells for atleast $20 !!!I bought the single unit with the bracket and no SATA to USB cable and since I thought I was &#34;familiar with computers&#34; thought I could "
0,3,WD My Passport 2TB Portable External USB 3.0 Hard Drive Storage Black (WDBY8L0020BBK-NESN),backup,0.125,0.6486,2,I like the physical size of the device and would rate it higher if it was easier to do automatic backups and organize your files. 
0,3,Google Chromecast HDMI Streaming Media Player,internet,0.13,0,0,"Mine is over 10x the speed of my Wi-Fi Internet connection, so jumping around in Netflix on the phone is very fast. But Chromecast streams over the Internet using the local Wi-Fi connection - not the phone data plan (this is a plus for people without unlimited data plans)."
0,3,Cheetah Mounts APTMM2B TV Wall Mount for 20-75-Inch TVs Bundle with 10-feet Braided HDMI Cable and a 6-Inch 3-Axis Magnetic Bubble,store,0.133,0.9287,6,"it works NOW after 2wks of trying to get it up, my screws were to short and had to try a few before I got it, directions a little iffy but once up its seems stable , those levelers are $1 store cheep wouldn't stay and the magnet piece tore quickly but it's o.k. for price compared to big box stores xtra cable nice bonus btw make sure if your cables stick out you invest in some of those HDMI Right Angle Adapter Male to Female 90 Degree These "
0,3,"Logitech Wireless Touch Keyboard K400 with Built-In Multi-Touch Touchpad, Black",setup,0.136,0,0,"With the way keys are bound in my GNOME setup, this results in a new terminal window popping up. "
0,3,Wireless Router w/ WiFi Range Extender Mode (300 Mbps) by Medialink - Easy YouTube Setup Video (Part# MWNWAPR300N ),router,0.136,0.7668,3,"10/28/12Had this router for about a week.  I am neither in love nor in hatred of this router.  This is a decent enough router for getting the job done, but all in all, not a vast improvement from my very old Belkin G-Router.I more consider this router the temporary stepping stone to something far better, since it still doesn't really provide for me what I'm looking for. well...any router should be an improvement on my old one.This router gets three stars from me because it's not horrible by any means, but it's just still not good enough. It's about even with my G router, if not maybe SLIGHTLY better in the sense that it's at least staying connected to the internet.  My old Belkin-G router, which worked great back in the day, seemed finally incapable of sustaining the demand we were putting it through with all our networking devices.  I believe I only had to unplug the modem and router once, MAYBE twice to get everything talking to each other.2. Not technologically saavy) or just go ahead and shell out the big bucks for a tougher router with a strong signal.  So all in allSo far, that's the only issue I have with this router is its weak signal from certain rooms in my home.  But I've only had this thing a week or so, and it's quite possible my home will be the blame regardless of router.  "
0,3,BlueRigger High Speed HDMI Cable with Ethernet 6.6 Feet (2m) - Supports 3D and Audio Return [Latest Version],ray player,0.136,0,0,This attaches to a Blu-Ray player that has maybe been used a dozen times since new.  
0,3,Wireless Router w/ WiFi Range Extender Mode (300 Mbps) by Medialink - Easy YouTube Setup Video (Part# MWNWAPR300N ),unit,0.142,0.5182,4,It is a great and simple to install unit with really cool blue lights but it only has the 2.4 ghz output so I would look for one that at least has 2.4 and 5ghz or you could get interference from neighbors.
0,3,"Logitech Wireless Touch Keyboard K400 with Built-In Multi-Touch Touchpad, Black",click,0.143,0.4215,2,There is a separate button for the mouse left click just in case you want to relieve your right index finger from clicking the mousepad. 
1,3,SanDisk Ultra 64GB MicroSDXC Class 10 UHS Memory Card Speed Up To 30MB/s With Adapter - SDSDQUA-064G-U46A [Old Version],card,0.15,0.6249,3,This is a great speed card.Is an expensive card.
0,3,"Mohu Leaf 30 TV Antenna, Indoor, 30 Mile Range, Original Paper-thin, Reversible, Paintable, 4K-Ready HDTV, 10 Foot Detachable Cable, Premium Materials for Performance, USA Made, MH-110598",area,0.159,0,0,"I might be in a different situation than most as I live ""in town"" and am relatively close to the area TV station antennas.  "
0,3,"Panasonic ErgoFit Best in Class In-Ear Earbud Headphones RP-HJE120-D (Orange) Dynamic Crystal Clear Sound, Ergonomic Comfort-Fit, iPhone, Android Compatible, Noise Isolating Headphones",pair,0.164,0.6983,7,"My old favorite budget buds are an old pair of discontinued Sony MDR EX70's I believe those were in the mid $30 range a few years back. I recently picked up a pair of MEElectronics M6-CL-MEE (as I write this $16.99, I believe I paid closer to $12.99) which blow these out of the water in nearly every way- much cleaner and much more balanced top to bottom. "
-1,3,"Panasonic ErgoFit Best in Class In-Ear Earbud Headphones RP-HJE120-D (Orange) Dynamic Crystal Clear Sound, Ergonomic Comfort-Fit, iPhone, Android Compatible, Noise Isolating Headphones",quality,0.166,-0.1206,6,"Still, be very careful with low quality sound combined with high volume.If they are looking for a product based on sound quality, I would point them elsewhere."
0,3,Roku 2 XS 1080p Streaming Player (Old Model),quality,0.167,0,4,One of my main standards of quality is reliability. 
0,3,"JLab Audio JBuds Hi-Fi Noise-Reducing Ear Buds, GUARANTEED FOR LIFE - White",money,0.167,0,0,"These are a decent pair of earphones, for the money. "
0,3,"Cyber Acoustics 30 Watt Powered Speakers with Subwoofer for PC and Gaming Systems in Standard Packaging, (CA-3602a)",speaker,0.18,0.9081,3,"Had to tweak my equalizer on Winamp, if I didn't have an equalizer I'm pretty sure I'd never use the speakers.remorse.----Update 1/2/2013----After more use of the speakers they seem better than the first run. Although the bass volume adjusts the bass for the small speakers as well. In my opinion it would be better to have a set bass level sent to those speakers and then fill any lacking with the subwoofer. "
0,3,Kingston Digital DataTraveler SE9 8GB USB 2.0 DTSE9H/8GBZ,metal casing,0.2,0,2,One thing I have to give it is the all metal casing is very durable.
0,3,"Mohu Leaf 30 TV Antenna, Indoor, 30 Mile Range, Original Paper-thin, Reversible, Paintable, 4K-Ready HDTV, 10 Foot Detachable Cable, Premium Materials for Performance, USA Made, MH-110598",rca,0.2,-0.1027,-1,"Rather than return the Leaf and pay twice as much for the amplified version, I added an RCA amplifier for about $11.  "
0,3,SanDisk Cruzer 4GB USB 2.0 Flash Drive- SDCZ36-004G-B35,file,0.2,-0.2513,4,"I tested write speed with 4GB of file and it reaches merely 8MB/s which is not so great. So for smaller files and/or time to wait, it is OK with plenty of speed. "
0,3,Motorola Vehicle Power Adapter micro-USB Charger,blue light,0.2,0,0,used to the blue light and this is an motorola oem car charger. 
0,3,LG Tone HBS-730 Wireless Stereo Headset - Black,battery,0.2,0.7687,1,battery life is great. if it weren't for the poor connection distance issue I'd 
0,3,Google Chromecast HDMI Streaming Media Player,connection,0.2,0.2716,2,"Also, your WiFi connection is extremely important, given that the Chromecast relies on WiFi as its only means of data transmission. "
1,3,Canon EF 50mm f/1.8 II Camera Lens - Fixed (Discontinued by Manufacturer),lens,0.201,0.9757,19,"I own a Canon Rebel 2000 and Digital Rebel XT and have used both these lenses for several months.  Pictures have been outstanding and my professional customers frequently cite the sharpness, light balance, depth of field, color reproduction, and ""bokeh"" (intentional blurring of background in portraits) from these lenses.  Some people question the usefulness of a 50mm lens on digital SLRs with a 1.6x crop factor (i.e., 50mm lens = 80mm on a dSLR like the Digital Rebel XT)... WHAT DO THESE LENSES HAVE IN COMMON?  They are both fast (the f1.4 is blazing fast - dSLR can hardly keep up!), details are incredibly sharp (you can see individual hair strands), virtually no chromatic (color) aberration, no dithering or shadows in the corners, focusing is rapid and quiet (thanks to Canon's patented Ultrasonic USM technology) and photo quality parallels even my professional Canon ""L"" lenses.  These fixed aperture lenses also provide superior pictures than telephoto lenses at 50mm because of better glass and aspherical elements.HOW ARE THESE LENSES DIFFERENT?  Having tested both lenses across 1500+ pictures, there are 5 key factors that make the f1.4 superior (justifying the $300+ price tag).1) FASTER ESPECIALLY IN LOW LIGHT: Extra f-stop makes the f/1.4 better for indoor photos or low light.  The f/1.4 is metal, weighty, and is for the proud lens owner5) CLEANER ""BOKEH"" - f/1.4 produces beautiful blurring of background in portraits (""bokeh"") while the f/1.8 leaves less clean edges.  Canon reviews suggest this is due to the f/1.4 having 8 lens elements vs. 5 elements for the f/1.8WHICH LENS SHOULD YOU BUY?  If you are a budding photographer looking for a ""play lens"" then the f/1.8 will more than over-deliver.  If you are a photo professional, you already have the f/1.4 lens among your bag and are not reading this review. :-)"
0,3,Motorola Vehicle Power Adapter micro-USB Charger,blue light,0.219,0.4404,1,#NAME?
0,3,Roku 3 Streaming Media Player (2014 model),tv,0.225,0.5106,1,"As a consequence, we are actually paying out more per month to rent the TV shows that we were streaming free, and we now have BOTH the computer and the Roku streaming to the TV. Bottom Line: If you are already using a computer ba station to stream video to your HDMI TV as we were, take a close look at what IS streaming on Roku and especially what IS NOT on Roku before you invest. "
0,3,Google Chromecast HDMI Streaming Media Player,video,0.227,0.4767,2,"Love the Idea, and its easy to set up,  but so few applications can use it..  the desktop view works well unless you are streaming video, then its to choppy to bother, But YouTube movies work Amazingly..."
0,3,PORTTA PET0301S 3x1 Port HDMI Switch/Switcher 1080P Supports 3D with IR Wireless Remote Ultra High...,blu ray,0.233,0.6083,6,"On certain devices (e.g. my Blu-Ray player), the output is not powerful enough so picture will sometimes go in and out.  When the Blu-Ray is plugged directly into HDMI port on the TV, ARC worked perfectly.  "
0,3,LG Tone HBS-730 Wireless Stereo Headset - Black,sound,0.244,-0.5063,9,The quality of the sound is like 50/50 I am not super confident in what my call recipient is hearing... 
0,3,"JLab Audio JBuds Hi-Fi Noise-Reducing Ear Buds, GUARANTEED FOR LIFE - White",ear bud,0.25,0,0,It was my first time using ear buds and they are not for me.
0,3,AmazonBasics Apple Certified Lightning to USB Cable - 3 Feet (0.9 Meters) - Black,amazonbasics,0.25,-0.4019,-2,"First, to get the basics out of the way, the AmazonBasics is what it says it is: an Apple-certified Usb-to-Lightning cable. For those with an AmazonBasics Lightning cable, I would suggest testing with an Apple cable anytime you get an error message. "
0,3,"Logitech M570 Wireless Trackball, Computer Wireless Mouse, Long Range Wireless Mouse",trackball,0.25,0,0,I normally use a full size kensington track ball with my MBP but I wanted something portable for traveling but still wanted a trackball sort of input device. 
0,3,Tiffen 46mm UV Protection Filter,filter,0.25,0.6697,4,"Hey, 77mm UV protection filters are expensive.  For a good one, you will pay for a good filter what most people pay now for digital point and shoot cameras.  When I first saw the prices for a Nikon 77mm UV filter, I almost fell over, so I bought this.  The Nikon UV filter was absolutely clear and didn't provide the &#34;ghosting&#34; that you might get in some shots with the Tiffen.  "
0,3,SanDisk Sansa Clip+ 4 GB MP3 Player (Red) (Discontinued by Manufacturer),size,0.25,0.4404,2,"This unit actually is similar to the Creative M100, size function etc almost Identical. "
1,3,Google Chromecast HDMI Streaming Media Player,room,0.25,-0.0026,1,"Pros:The unit came with everything I needed to hook it up, including the UPC plug and adapter to plug into a wall outlet, as well as an HDMI extender so if you can't fit it directly, this will give you some wiggle room. "
0,3,Google Chromecast HDMI Streaming Media Player,video,0.258,0.2065,4,"This works great with YouTube et al, but not so well with other streaming video sites.  On other sites the picture can be jerky, the audio out of sync with the video and it will sometimes just stop working in the middle of the cast for no reason, even though it had been working perfectly the second before.  "
0,3,PORTTA PET0301S 3x1 Port HDMI Switch/Switcher 1080P Supports 3D with IR Wireless Remote Ultra High...,input,0.264,0.4215,3,"My receiver only had 2 HDMI inputs and I needed more.  As input to this HDMI switcher I am using a google chromecast, toshiba dvd player & laptop. I have the output going into my yamaha receiver (rx-v2600 - which has a switch that allows many input types including component, svideo and 2 HDMI inputs) and my yamaha receiver has output to my TV.  Both audio and video pass through this switch and the receiver's switch without any issues. For my google chrome cast activity, I have it switch to the right HDMI input for my TV (HDMI1), then the right HDMI input for my AV receiver (DVD HDMI), then finally the right HDMI input on this switch (HDMI1).  It's nice that the logitech remote can configure the right combination of the 3 inputs for me.  "
0,3,"Kindle Fire HD 7"", Dolby Audio, Dual-Band Wi-Fi, 16 GB (Previous Generation - 2nd),-R",kindle,0.268,0,0,"For example, my cable TV provider lets you watch live TV with their app, available for Apple & Android, but not yet for Kindle."
-1,3,"Logitech Wireless Touch Keyboard K400 with Built-In Multi-Touch Touchpad, Black",smart tv,0.274,0.7184,2,Doest work well at all with my LG smart Tv super sluggish . 
-1,3,WD Elements 500 GB USB 2.0 Desktop External Hard Drive,drive,0.278,-0.395,8,"I just wanted a back up drive to save my music, photos and document files, and the price made this drive look pretty good, but I really expected more than a year from it.It seems that the drive just stopped for no apparent reason. Over all I cannot recommend this drive, there are faster and more reliable USB drives available. "
0,3,SanDisk Sansa Clip+ 4 GB MP3 Player (Red) (Discontinued by Manufacturer),sound,0.283,0,0,The sound is decent.
0,3,Google Chromecast HDMI Streaming Media Player,chrome browser,0.283,0.1548,-1,"It did a barely satisfactory job at casting a browser page with flash content, the sound kept playing in the chrome browser and there was a lag between the video and the sound."
0,3,LG Tone HBS-730 Wireless Stereo Headset - Black,range,0.285,0.4187,5,"The HBS 730 Headset appears to work quite well, good sound quality and decent range, but was not compared it to other Bluetooth audio devices. "
0,3,SanDisk Sansa Clip+ 4 GB MP3 Player (Red) (Discontinued by Manufacturer),music,0.286,0.2732,2,I found it's handling of music tags leaves a lot to be desired; it doesn't seem to get things quite right.
1,3,Canon EF 50mm f/1.8 II Camera Lens - Fixed (Discontinued by Manufacturer),portrait,0.286,-0.6486,0,On a crop sensor camera this becomes a killer portrait lens and the price is right. 
0,3,Apple TV MD199LL/A [NEWEST VERSION],user,0.287,0.8221,2,"BOTTOM LINE (from a long-time Apple user)Unless you're an avid Mac user who's willing to rip his/her videos to work with iTunes in order to stream them to the TV, I strongly advise something with more modern specifications that can play MKV, DTS, and other formats that you most assuredly have if you're not already managing your media in iTunes."
0,3,"TP-LINK TL-WN722N Wireless N150 High Gain USB Adapter, 150Mbps, 4dBi External Antenna, WPS Button, Support Windows XP/Vista/7/8",range,0.29,0.8271,4,but I think all laptop Macs already have WiFi and anyone with a desktop might rather get a real interface card or something with bigger antennas for better range (which translates to better noise immunity and higher speeds).I knocked two stars for the Raspberry Pi incompatibility. 
-1,3,SanDisk Cruzer Fit 4GB USB 2.0 Low-Profile Flash Drive- SDCZ33-004G-B35,drive,0.293,0.9229,5,"I plug this into my WD Live TV to store movies on ( the WD LIVE TV also acts like a NAS when USB storage is plugged in ) but good lord, be ready to wait hours and hours to copy music/movies to this flash drive. Honestly...it almost makes this flash drive not work it."
-1,3,Belkin Mini 5W 3-Outlet Swivel Travel Charger with Dual USB Ports,charger,0.295,0.4588,0,"Honestly, this is my 3rd or 4th try at finding one charger that lets me charge two things at once and none of them seem to work right. "
0,3,"Kindle Fire HD 7"", Dolby Audio, Dual-Band Wi-Fi, 16 GB (Previous Generation - 2nd),-R",kindle,0.3,0.4019,1,"This Kindle uses up battery time in a heartbeat. Since I got it more for reading my books, I wish I had kept my old Kindle Paperwhite and not given it to my husband."
0,3,eneloop SEC-CSPACER4PK C Size Spacers for use with AA battery cells,light,0.3,0.4588,1,"I have been using them in a light (that uses 6 LEDs and 3 of these AAA batteries) at my computer desk above my sliding keyboard so I don't need to turn on a brighter light. I turn on the light when I need it, and often it is on the lower brightness setting. "
0,3,SanDisk Sansa Clip+ 4 GB MP3 Player (Red) (Discontinued by Manufacturer),volume,0.302,0.7143,3,"But the volume is very low this time.  It turns out there is a setting to have higher volume but it is not default.  After setting the volume to high, it works great just as the Sansa clip did."
0,3,"Tech Armor Ultimate 4-Way 360 Degree Privacy Screen Protector for Apple New iPhone 5, Latest Generation, 1-Pack",screen,0.306,0.936,11,"The screen protectors arrived on time and the fit is good.  At first the screen looked good until I began reading small print in news articles.  While the protector will protect the screen, the distortion is too much for someone who reads a lot of small print.  If all you do is read bright screens like games, movies, etc."
1,3,Belkin Mini 5W 3-Outlet Swivel Travel Charger with Dual USB Ports,surge protector,0.306,0.6249,3,The Belkin Mini Surge Protector is a great little device. 
0,3,LG Tone HBS-730 Wireless Stereo Headset - Black,bit,0.308,0.7278,6,"When it works, the sound is GREAT.  Good bass (well, let's just say my ears like it but I do have a bit of hearing loss so fidelity is no big deal for me).  Up to about 70MPH, all they heard was a bit of a buzz from my mufflers but could still hear me clearly and I could hear them quite well."
0,3,"ARRIS SURFboard SB6121 DOCSIS 3.0 Cable Modem  (Black,Retail Packaging)",upload speed,0.331,0.2724,0,"When you originally get a direct Ethernet connection, run the internet speed test utility on Comcast's website, or at [...] (I got a very respectable 50+ Mbps download, but very inconsistent [to non-existent] upload speeds. "
-1,3,Canon EF 50mm f/1.8 II Camera Lens - Fixed (Discontinued by Manufacturer),crop sensor,0.333,-0.5096,3,I have the EOS 70D which has the cropped sensor and found that 50mm isn't such a great all-around lens.  
0,3,LG Tone HBS-730 Wireless Stereo Headset - Black,model,0.333,0.6908,4,I bought these hoping that they would be better than the HBS-700 (orange older model). 
1,3,Google Chromecast HDMI Streaming Media Player,setup,0.342,0.7269,2,"The setup was pretty easy, too."
1,3,"TP-LINK TL-WN722N Wireless N150 High Gain USB Adapter, 150Mbps, 4dBi External Antenna, WPS Button, Support Windows XP/Vista/7/8",desktop,0.35,-0.09,3,I loved the TP-Link TL Wirless Mini USB Adapter simply because I have  a desktop machine that had a USB port but no wireless capability. 
0,3,Cheetah Mounts APTMM2B TV Wall Mount for 20-75-Inch TVs Bundle with 10-feet Braided HDMI Cable and a 6-Inch 3-Axis Magnetic Bubble,side,0.35,0.4404,3,Not that everything is up and running I will never try and plug anything up in the back of my TV. Good thing the TV has all the plugs on the side of it. 
0,3,Transcend 8GB Class 10 SDHC Card (TS8GSDHC10),card,0.35,-0.3818,1,"as such it is a good memory card, but i face the problem of reading it using my laptop. "
1,3,Motorola Vehicle Power Adapter micro-USB Charger,micro usb,0.35,0.5267,3,"If you are looking for a good charger for your Motorola-branded phone or anything else that charges via a micro-usb like my Kindle Fire, I would recommend this one.3/18/14 Update:The above review was written after using the charger for about two weeks.  "
0,3,Google Chromecast HDMI Streaming Media Player,router,0.35,0,0,"The ChromeCast needs to be fairly close to the Wi-Fi router in order to connect. If the back of the TV is away from the router, then even 20 ft. "
1,3,SanDisk Sansa Clip+ 4 GB MP3 Player (Red) (Discontinued by Manufacturer),song,0.358,0.6908,4,"It's nice and sturdy feeling, and all the buttons  work smoothly, the (larger) screen is easily readable, and you can spin the circular ring with your thumb to easily/quickly select menu items, songs, and control the volume.  "
0,3,SanDisk Ultra 64GB MicroSDXC Class 10 UHS Memory Card Speed Up To 30MB/s With Adapter - SDSDQUA-064G-U46A [Old Version],galaxy note,0.366,0.2462,-3,"Used on a Galaxy Note and so far it has been great, fast card and excelent brand, a+ performance !Update may 10 2013, it stopped working! It does not work with my Galaxy Note or my PC, sadly it is not recognized by any device..."
1,3,Canon EF 50mm f/1.8 II Camera Lens - Fixed (Discontinued by Manufacturer),background,0.369,0.9417,14,"The f/1.4 is metal, weighty, and is for the proud lens owner5) CLEANER ""BOKEH"" - f/1.4 produces beautiful blurring of background in portraits (""bokeh"") while the f/1.8 leaves less clean edges.  Pictures have been outstanding and my professional customers frequently cite the sharpness, light balance, depth of field, color reproduction, and ""bokeh"" (intentional blurring of background in portraits) from these lenses.  "
0,3,SanDisk Sansa Clip+ 4 GB MP3 Player (Red) (Discontinued by Manufacturer),sd card,0.375,0.6369,4,":)Also, be aware the largest SD card this unit supports is 32GB.  SanDisk tech support said this unit can't handle an SD card beyond 32GB.  "
0,3,Canon EF 50mm f/1.8 II Camera Lens - Fixed (Discontinued by Manufacturer),field,0.375,0.4939,1,And if you're buying this for speed (and pretty much most are) then you're looking to dabble in the art of depth of field.  
0,3,Tiffen 46mm UV Protection Filter,protection,0.381,0.9121,8,"For a quick cheap protection filter, it's pretty good, but if you enjoy photgraphy more than the average person, spend a bit more on better filters. "
0,3,WD Elements 500 GB USB 2.0 Desktop External Hard Drive,hdd,0.4,0,0,HDD sizes available nowadays.
0,3,AmazonBasics Apple Certified Lightning to USB Cable - 3 Feet (0.9 Meters) - Black,connection,0.4,0.3612,1,I have a Lifeproof cover on my I Phone5 and the connector does not even come close to a connection fit. 
1,3,Google Chromecast HDMI Streaming Media Player,screen,0.4,0.6249,4,Streaming data to your big screen tv... a great idea.  
1,3,"Panasonic ErgoFit Best in Class In-Ear Earbud Headphones RP-HJE120-D (Orange) Dynamic Crystal Clear Sound, Ergonomic Comfort-Fit, iPhone, Android Compatible, Noise Isolating Headphones",pair,0.4,0.3612,2,"I got these to replace the pair that came with my Sansa Clip. By comparison, the stock pair that came with my player sound like they have sub-woofers. "
-1,3,Wireless Router w/ WiFi Range Extender Mode (300 Mbps) by Medialink - Easy YouTube Setup Video (Part# MWNWAPR300N ),drop connection,0.4,-0.296,-2,"By the time I wake up in the morning, the weather is no longer available because my connection was dropped.  "
-1,3,SanDisk Sansa Clip+ 4 GB MP3 Player (Red) (Discontinued by Manufacturer),player,0.417,0.2023,2,I've had the player for about 10 months and it was working fine until a month ago.  
0,3,Kingston Datatraveler 101 Gen 2 With urDrive 8GB USB 2.0 (Red),data,0.42,0.8613,3,NOTE: this data comes from an Intel based desktop computer (DELL VOSTRO 200 ... good machine that's lasted for years) running Windows XP. XP requires these high capacity chips to be formatted using the exFAT format in order to make use of all available space ... 
0,3,Roku 2 XS 1080p Streaming Player (Old Model),tv,0.425,0.9012,3,"OK, plugged it into the tv directly , everything is there - so its working- but not through my Pre-amp... Read the manual again- ""YOUR RECEIVER MUST SUPPORT HDMI PASSTHROUGH "" ... ? went to the Roku chat line- and some kid answered the chat and asked me what kind of TV did I have- whats that got to do with anything?? OK, must be something I can do- wait a minute- there is a cable in the package here for component install for TVs that dont have HDMI capability.  "
1,3,"Panasonic ErgoFit Best in Class In-Ear Earbud Headphones RP-HJE120-D (Orange) Dynamic Crystal Clear Sound, Ergonomic Comfort-Fit, iPhone, Android Compatible, Noise Isolating Headphones",quality,0.425,0.7531,4,"The JLabs are made with a cobalt magnet for OK sound, both the Panasonic and the Moshi include the neodymium magnets for far superior audio quality.  "
