Product,ASIN,Aspect,Avg_Dist,PMI,n_reviews,is_aspect,part_of_trigram
"Panasonic ErgoFit Best in Class In-Ear Earbud Headphones RP-HJE120-D (Orange) Dynamic Crystal Clear Sound, Ergonomic Comfort-Fit, iPhone, Android Compatible, Noise Isolating Headphones",B003ELYQGG,ear piece,1.11,0.00026,68,1,
"Panasonic ErgoFit Best in Class In-Ear Earbud Headphones RP-HJE120-D (Orange) Dynamic Crystal Clear Sound, Ergonomic Comfort-Fit, iPhone, Android Compatible, Noise Isolating Headphones",B003ELYQGG,ear phone,1.16,0.00011,66,0,
Cheetah Mounts APTMM2B TV Wall Mount for 20-75-Inch TVs Bundle with 10-feet Braided HDMI Cable and a 6-Inch 3-Axis Magnetic Bubble,B0012S4APK,tv mount,1.86,7.00E-05,291,0,
Cheetah Mounts APTMM2B TV Wall Mount for 20-75-Inch TVs Bundle with 10-feet Braided HDMI Cable and a 6-Inch 3-Axis Magnetic Bubble,B0012S4APK,hdmi cable,1.04,0.00148,264,1,
Cheetah Mounts APTMM2B TV Wall Mount for 20-75-Inch TVs Bundle with 10-feet Braided HDMI Cable and a 6-Inch 3-Axis Magnetic Bubble,B0012S4APK,wall mount,1.46,0.0001,257,1,
Cheetah Mounts APTMM2B TV Wall Mount for 20-75-Inch TVs Bundle with 10-feet Braided HDMI Cable and a 6-Inch 3-Axis Magnetic Bubble,B0012S4APK,tv wall,2.54,7.00E-05,140,0,
Cheetah Mounts APTMM2B TV Wall Mount for 20-75-Inch TVs Bundle with 10-feet Braided HDMI Cable and a 6-Inch 3-Axis Magnetic Bubble,B0012S4APK,hang tv,1.97,0.00018,91,0,
Cheetah Mounts APTMM2B TV Wall Mount for 20-75-Inch TVs Bundle with 10-feet Braided HDMI Cable and a 6-Inch 3-Axis Magnetic Bubble,B0012S4APK,cheetah mount,1.34,0.00018,81,0,
Cheetah Mounts APTMM2B TV Wall Mount for 20-75-Inch TVs Bundle with 10-feet Braided HDMI Cable and a 6-Inch 3-Axis Magnetic Bubble,B0012S4APK,hold tv,2.17,0.00013,73,0,
Cheetah Mounts APTMM2B TV Wall Mount for 20-75-Inch TVs Bundle with 10-feet Braided HDMI Cable and a 6-Inch 3-Axis Magnetic Bubble,B0012S4APK,flat screen,1.01,0.00633,70,1,
Cheetah Mounts APTMM2B TV Wall Mount for 20-75-Inch TVs Bundle with 10-feet Braided HDMI Cable and a 6-Inch 3-Axis Magnetic Bubble,B0012S4APK,wall stud,1.9,0.00017,69,0,
Cheetah Mounts APTMM2B TV Wall Mount for 20-75-Inch TVs Bundle with 10-feet Braided HDMI Cable and a 6-Inch 3-Axis Magnetic Bubble,B0012S4APK,mount bracket,1.41,6.00E-05,68,0,
Cheetah Mounts APTMM2B TV Wall Mount for 20-75-Inch TVs Bundle with 10-feet Braided HDMI Cable and a 6-Inch 3-Axis Magnetic Bubble,B0012S4APK,include cable,2.14,0.00038,56,0,
Cheetah Mounts APTMM2B TV Wall Mount for 20-75-Inch TVs Bundle with 10-feet Braided HDMI Cable and a 6-Inch 3-Axis Magnetic Bubble,B0012S4APK,close wall,2.92,0.00056,54,0,
Cheetah Mounts APTMM2B TV Wall Mount for 20-75-Inch TVs Bundle with 10-feet Braided HDMI Cable and a 6-Inch 3-Axis Magnetic Bubble,B0012S4APK,screw bottom,2.5,0.00044,54,0,
Cheetah Mounts APTMM2B TV Wall Mount for 20-75-Inch TVs Bundle with 10-feet Braided HDMI Cable and a 6-Inch 3-Axis Magnetic Bubble,B0012S4APK,include hdmi,1.53,0.00045,49,1,
Cheetah Mounts APTMM2B TV Wall Mount for 20-75-Inch TVs Bundle with 10-feet Braided HDMI Cable and a 6-Inch 3-Axis Magnetic Bubble,B0012S4APK,include level,1.65,0.00027,49,1,
Cheetah Mounts APTMM2B TV Wall Mount for 20-75-Inch TVs Bundle with 10-feet Braided HDMI Cable and a 6-Inch 3-Axis Magnetic Bubble,B0012S4APK,back tv,2.95,0.00015,49,0,
Cheetah Mounts APTMM2B TV Wall Mount for 20-75-Inch TVs Bundle with 10-feet Braided HDMI Cable and a 6-Inch 3-Axis Magnetic Bubble,B0012S4APK,come hdmi,2.83,0.00026,48,0,
Cheetah Mounts APTMM2B TV Wall Mount for 20-75-Inch TVs Bundle with 10-feet Braided HDMI Cable and a 6-Inch 3-Axis Magnetic Bubble,B0012S4APK,wall bracket,1.82,0.00011,47,0,
Cheetah Mounts APTMM2B TV Wall Mount for 20-75-Inch TVs Bundle with 10-feet Braided HDMI Cable and a 6-Inch 3-Axis Magnetic Bubble,B0012S4APK,mount easy,2.3,3.00E-05,46,0,
Cheetah Mounts APTMM2B TV Wall Mount for 20-75-Inch TVs Bundle with 10-feet Braided HDMI Cable and a 6-Inch 3-Axis Magnetic Bubble,B0012S4APK,drill hole,1.95,0.00196,46,0,
PowerGen 2.4Amps / 12W Dual USB Car charger Designed for Apple and Android Devices - White,B00622AG6S,car charger,1.19,0.00028,245,1,
PowerGen 2.4Amps / 12W Dual USB Car charger Designed for Apple and Android Devices - White,B00622AG6S,charge phone,2.08,0.00025,224,0,
PowerGen 2.4Amps / 12W Dual USB Car charger Designed for Apple and Android Devices - White,B00622AG6S,charge iphone,2.07,0.00021,188,0,
PowerGen 2.4Amps / 12W Dual USB Car charger Designed for Apple and Android Devices - White,B00622AG6S,usb port,1.13,0.00053,168,1,
PowerGen 2.4Amps / 12W Dual USB Car charger Designed for Apple and Android Devices - White,B00622AG6S,blue light,1.18,0.00169,126,1,
PowerGen 2.4Amps / 12W Dual USB Car charger Designed for Apple and Android Devices - White,B00622AG6S,usb charger,1.73,0.00016,103,1,
PowerGen 2.4Amps / 12W Dual USB Car charger Designed for Apple and Android Devices - White,B00622AG6S,charge ipad,2.05,0.0002,89,0,
PowerGen 2.4Amps / 12W Dual USB Car charger Designed for Apple and Android Devices - White,B00622AG6S,iphone ipad,2.24,0.00048,79,0,
PowerGen 2.4Amps / 12W Dual USB Car charger Designed for Apple and Android Devices - White,B00622AG6S,usb car,1.44,0.00013,66,0,
PowerGen 2.4Amps / 12W Dual USB Car charger Designed for Apple and Android Devices - White,B00622AG6S,dual usb,1.06,0.00073,62,1,
PowerGen 2.4Amps / 12W Dual USB Car charger Designed for Apple and Android Devices - White,B00622AG6S,usb charge,1.84,6.00E-05,60,0,
PowerGen 2.4Amps / 12W Dual USB Car charger Designed for Apple and Android Devices - White,B00622AG6S,usb cable,1.24,0.00051,58,1,
PowerGen 2.4Amps / 12W Dual USB Car charger Designed for Apple and Android Devices - White,B00622AG6S,dual port,1.7,0.0007,57,1,
PowerGen 2.4Amps / 12W Dual USB Car charger Designed for Apple and Android Devices - White,B00622AG6S,charge port,1.65,6.00E-05,54,0,
PowerGen 2.4Amps / 12W Dual USB Car charger Designed for Apple and Android Devices - White,B00622AG6S,dual charger,2.3,0.00033,50,0,
PowerGen 2.4Amps / 12W Dual USB Car charger Designed for Apple and Android Devices - White,B00622AG6S,car charge,2.04,3.00E-05,45,0,
PowerGen 2.4Amps / 12W Dual USB Car charger Designed for Apple and Android Devices - White,B00622AG6S,long trip,1.42,0.00299,45,0,
PowerGen 2.4Amps / 12W Dual USB Car charger Designed for Apple and Android Devices - White,B00622AG6S,usb plug,1.68,0.00019,44,0,
PowerGen 2.4Amps / 12W Dual USB Car charger Designed for Apple and Android Devices - White,B00622AG6S,android phone,1.3,0.00069,43,1,
PowerGen 2.4Amps / 12W Dual USB Car charger Designed for Apple and Android Devices - White,B00622AG6S,road trip,1.02,0.0049,40,1,
SanDisk Cruzer Fit 4GB USB 2.0 Low-Profile Flash Drive- SDCZ33-004G-B35,B005FYNSPK,flash drive,1.02,0.00043,492,1,
SanDisk Cruzer Fit 4GB USB 2.0 Low-Profile Flash Drive- SDCZ33-004G-B35,B005FYNSPK,usb port,1.03,0.00071,294,1,
SanDisk Cruzer Fit 4GB USB 2.0 Low-Profile Flash Drive- SDCZ33-004G-B35,B005FYNSPK,usb drive,1.5,0.00014,241,1,
SanDisk Cruzer Fit 4GB USB 2.0 Low-Profile Flash Drive- SDCZ33-004G-B35,B005FYNSPK,small drive,2.33,5.00E-05,143,0,
SanDisk Cruzer Fit 4GB USB 2.0 Low-Profile Flash Drive- SDCZ33-004G-B35,B005FYNSPK,car stereo,1.13,0.00119,137,0,
SanDisk Cruzer Fit 4GB USB 2.0 Low-Profile Flash Drive- SDCZ33-004G-B35,B005FYNSPK,low profile,1.15,0.00493,126,0,
SanDisk Cruzer Fit 4GB USB 2.0 Low-Profile Flash Drive- SDCZ33-004G-B35,B005FYNSPK,small size,1.28,0.00017,120,0,
SanDisk Cruzer Fit 4GB USB 2.0 Low-Profile Flash Drive- SDCZ33-004G-B35,B005FYNSPK,usb flash,1.13,0.00012,97,0,
SanDisk Cruzer Fit 4GB USB 2.0 Low-Profile Flash Drive- SDCZ33-004G-B35,B005FYNSPK,thumb drive,1.04,0.0004,84,1,
SanDisk Cruzer Fit 4GB USB 2.0 Low-Profile Flash Drive- SDCZ33-004G-B35,B005FYNSPK,cruzer fit,1.01,0.00188,69,1,
SanDisk Cruzer Fit 4GB USB 2.0 Low-Profile Flash Drive- SDCZ33-004G-B35,B005FYNSPK,hard drive,1.14,0.00018,68,0,
SanDisk Cruzer Fit 4GB USB 2.0 Low-Profile Flash Drive- SDCZ33-004G-B35,B005FYNSPK,file transfer,1.26,0.00079,61,1,
SanDisk Cruzer Fit 4GB USB 2.0 Low-Profile Flash Drive- SDCZ33-004G-B35,B005FYNSPK,car usb,2.15,0.0001,61,0,
SanDisk Cruzer Fit 4GB USB 2.0 Low-Profile Flash Drive- SDCZ33-004G-B35,B005FYNSPK,small flash,1.88,5.00E-05,56,0,
SanDisk Cruzer Fit 4GB USB 2.0 Low-Profile Flash Drive- SDCZ33-004G-B35,B005FYNSPK,write speed,1.01,0.00147,54,1,
SanDisk Cruzer Fit 4GB USB 2.0 Low-Profile Flash Drive- SDCZ33-004G-B35,B005FYNSPK,usb slot,1.08,0.00059,54,1,
SanDisk Cruzer Fit 4GB USB 2.0 Low-Profile Flash Drive- SDCZ33-004G-B35,B005FYNSPK,small usb,1.53,3.00E-05,52,0,
SanDisk Cruzer Fit 4GB USB 2.0 Low-Profile Flash Drive- SDCZ33-004G-B35,B005FYNSPK,usb stick,1.25,0.00013,51,0,
SanDisk Cruzer Fit 4GB USB 2.0 Low-Profile Flash Drive- SDCZ33-004G-B35,B005FYNSPK,tiny drive,2.02,7.00E-05,50,0,
SanDisk Cruzer Fit 4GB USB 2.0 Low-Profile Flash Drive- SDCZ33-004G-B35,B005FYNSPK,form factor,1.04,0.01314,48,1,
"JLab Audio JBuds Hi-Fi Noise-Reducing Ear Buds, GUARANTEED FOR LIFE - White",B000I68BD4,ear bud,1.09,0.00056,268,1,
"JLab Audio JBuds Hi-Fi Noise-Reducing Ear Buds, GUARANTEED FOR LIFE - White",B000I68BD4,sound quality,1.14,0.00059,231,1,
"JLab Audio JBuds Hi-Fi Noise-Reducing Ear Buds, GUARANTEED FOR LIFE - White",B000I68BD4,noise reduce,1.43,0.00201,67,1,
"JLab Audio JBuds Hi-Fi Noise-Reducing Ear Buds, GUARANTEED FOR LIFE - White",B000I68BD4,noise reduction,1.19,0.00248,59,1,
"JLab Audio JBuds Hi-Fi Noise-Reducing Ear Buds, GUARANTEED FOR LIFE - White",B000I68BD4,fit ear,2.39,0.00021,57,0,
"JLab Audio JBuds Hi-Fi Noise-Reducing Ear Buds, GUARANTEED FOR LIFE - White",B000I68BD4,mp3 player,1,0.00968,55,1,
"JLab Audio JBuds Hi-Fi Noise-Reducing Ear Buds, GUARANTEED FOR LIFE - White",B000I68BD4,stay ear,2.97,0.00047,53,0,
"JLab Audio JBuds Hi-Fi Noise-Reducing Ear Buds, GUARANTEED FOR LIFE - White",B000I68BD4,listen music,2.17,0.0013,44,0,
"JLab Audio JBuds Hi-Fi Noise-Reducing Ear Buds, GUARANTEED FOR LIFE - White",B000I68BD4,noise cancel,1.46,0.0021,43,1,
"JLab Audio JBuds Hi-Fi Noise-Reducing Ear Buds, GUARANTEED FOR LIFE - White",B000I68BD4,bud come,2.23,0.00022,38,0,
"JLab Audio JBuds Hi-Fi Noise-Reducing Ear Buds, GUARANTEED FOR LIFE - White",B000I68BD4,different size,1.06,0.00241,33,0,
"JLab Audio JBuds Hi-Fi Noise-Reducing Ear Buds, GUARANTEED FOR LIFE - White",B000I68BD4,ear piece,1.21,0.00054,32,1,
"JLab Audio JBuds Hi-Fi Noise-Reducing Ear Buds, GUARANTEED FOR LIFE - White",B000I68BD4,outside noise,1.06,0.00128,30,1,
"JLab Audio JBuds Hi-Fi Noise-Reducing Ear Buds, GUARANTEED FOR LIFE - White",B000I68BD4,comfortable ear,2.57,0.00011,30,0,
"JLab Audio JBuds Hi-Fi Noise-Reducing Ear Buds, GUARANTEED FOR LIFE - White",B000I68BD4,small ear,1.52,0.00027,26,0,
"JLab Audio JBuds Hi-Fi Noise-Reducing Ear Buds, GUARANTEED FOR LIFE - White",B000I68BD4,ear phone,1.17,0.00028,24,0,
SanDisk 2GB Class 4 SD Flash Memory Card- SDSDB-002G-B35 (Label May Change),B000BQ7GW8,memory card,1.03,0.00043,255,,1
SanDisk 2GB Class 4 SD Flash Memory Card- SDSDB-002G-B35 (Label May Change),B000BQ7GW8,sd card,1.1,0.00052,218,1,
SanDisk 2GB Class 4 SD Flash Memory Card- SDSDB-002G-B35 (Label May Change),B000BQ7GW8,sandisk card,1.81,0.00017,75,0,
SanDisk 2GB Class 4 SD Flash Memory Card- SDSDB-002G-B35 (Label May Change),B000BQ7GW8,digital camera,1.16,0.00088,74,1,
SanDisk 2GB Class 4 SD Flash Memory Card- SDSDB-002G-B35 (Label May Change),B000BQ7GW8,sdhc card,1.51,0.00045,74,1,
SanDisk 2GB Class 4 SD Flash Memory Card- SDSDB-002G-B35 (Label May Change),B000BQ7GW8,flash memory,1,0.00117,57,,1
SanDisk 2GB Class 4 SD Flash Memory Card- SDSDB-002G-B35 (Label May Change),B000BQ7GW8,flash card,1.74,0.00039,55,0,
SanDisk 2GB Class 4 SD Flash Memory Card- SDSDB-002G-B35 (Label May Change),B000BQ7GW8,gb card,1.55,0.00024,50,0,
SanDisk 2GB Class 4 SD Flash Memory Card- SDSDB-002G-B35 (Label May Change),B000BQ7GW8,sandisk memory,1.67,0.00029,44,0,
SanDisk 2GB Class 4 SD Flash Memory Card- SDSDB-002G-B35 (Label May Change),B000BQ7GW8,card camera,2.67,4.00E-05,36,0,
SanDisk 2GB Class 4 SD Flash Memory Card- SDSDB-002G-B35 (Label May Change),B000BQ7GW8,class card,2.21,0.00019,31,0,
SanDisk 2GB Class 4 SD Flash Memory Card- SDSDB-002G-B35 (Label May Change),B000BQ7GW8,canon camera,1.75,0.00061,28,0,
SanDisk 2GB Class 4 SD Flash Memory Card- SDSDB-002G-B35 (Label May Change),B000BQ7GW8,hold lot,1.74,0.00132,27,0,
SanDisk 2GB Class 4 SD Flash Memory Card- SDSDB-002G-B35 (Label May Change),B000BQ7GW8,picture video,2.08,0.0004,26,0,
SanDisk 2GB Class 4 SD Flash Memory Card- SDSDB-002G-B35 (Label May Change),B000BQ7GW8,video camera,1.69,0.00019,25,0,
SanDisk 2GB Class 4 SD Flash Memory Card- SDSDB-002G-B35 (Label May Change),B000BQ7GW8,old camera,1.56,0.00046,24,0,
SanDisk 2GB Class 4 SD Flash Memory Card- SDSDB-002G-B35 (Label May Change),B000BQ7GW8,card reader,1,0.00057,24,1,
SanDisk 2GB Class 4 SD Flash Memory Card- SDSDB-002G-B35 (Label May Change),B000BQ7GW8,raspberry pi,1,0.03005,23,0,
SanDisk 2GB Class 4 SD Flash Memory Card- SDSDB-002G-B35 (Label May Change),B000BQ7GW8,card fine,2.38,0.00011,22,0,
SanDisk 2GB Class 4 SD Flash Memory Card- SDSDB-002G-B35 (Label May Change),B000BQ7GW8,high capacity,1.08,0.0033,18,1,
Roku 3 Streaming Media Player (2014 model),B00BGGDVOO,apple tv,1.02,0.0003,192,0,
Roku 3 Streaming Media Player (2014 model),B00BGGDVOO,headphone jack,1.02,0.00131,177,1,
Roku 3 Streaming Media Player (2014 model),B00BGGDVOO,netflix hulu,2.14,0.00048,143,0,
Roku 3 Streaming Media Player (2014 model),B00BGGDVOO,roku channel,1.94,2.00E-05,122,0,
Roku 3 Streaming Media Player (2014 model),B00BGGDVOO,watch tv,1.5,7.00E-05,116,0,
Roku 3 Streaming Media Player (2014 model),B00BGGDVOO,jack remote,2.94,0.0003,113,0,
Roku 3 Streaming Media Player (2014 model),B00BGGDVOO,netflix prime,2.78,0.0002,112,0,
Roku 3 Streaming Media Player (2014 model),B00BGGDVOO,remote control,1.18,0.00034,109,1,
Roku 3 Streaming Media Player (2014 model),B00BGGDVOO,watch movie,1.9,0.00016,102,0,
Roku 3 Streaming Media Player (2014 model),B00BGGDVOO,free channel,1.61,0.00013,96,0,
Roku 3 Streaming Media Player (2014 model),B00BGGDVOO,hdmi cable,1.23,0.00034,95,0,
Roku 3 Streaming Media Player (2014 model),B00BGGDVOO,remote headphone,2.67,0.00013,95,0,
Roku 3 Streaming Media Player (2014 model),B00BGGDVOO,smart tv,1.24,0.00036,94,1,
Roku 3 Streaming Media Player (2014 model),B00BGGDVOO,movie show,2.48,0.0003,90,0,
Roku 3 Streaming Media Player (2014 model),B00BGGDVOO,cable tv,1.39,6.00E-05,86,0,
Roku 3 Streaming Media Player (2014 model),B00BGGDVOO,stream video,1.47,0.00015,83,0,
Roku 3 Streaming Media Player (2014 model),B00BGGDVOO,roku remote,1.81,1.00E-05,82,0,
Roku 3 Streaming Media Player (2014 model),B00BGGDVOO,tv show,1.07,0.00011,82,0,
Roku 3 Streaming Media Player (2014 model),B00BGGDVOO,movie tv,2.18,7.00E-05,82,0,
Roku 3 Streaming Media Player (2014 model),B00BGGDVOO,roku player,1.64,4.00E-05,80,0,
SanDisk 4GB Extreme SDHC Class 10 Memory Card,B000QUUFRW,memory card,1.03,0.00025,288,1,
SanDisk 4GB Extreme SDHC Class 10 Memory Card,B000QUUFRW,sd card,1.06,0.0003,260,1,
SanDisk 4GB Extreme SDHC Class 10 Memory Card,B000QUUFRW,fast card,1.93,8.00E-05,157,0,
SanDisk 4GB Extreme SDHC Class 10 Memory Card,B000QUUFRW,sandisk card,1.77,9.00E-05,135,0,
SanDisk 4GB Extreme SDHC Class 10 Memory Card,B000QUUFRW,hd video,1.17,0.00095,111,1,
SanDisk 4GB Extreme SDHC Class 10 Memory Card,B000QUUFRW,class card,2.25,0.00015,100,0,
SanDisk 4GB Extreme SDHC Class 10 Memory Card,B000QUUFRW,write speed,1.13,0.00065,87,1,
SanDisk 4GB Extreme SDHC Class 10 Memory Card,B000QUUFRW,sandisk extreme,1.1,0.00073,84,0,
SanDisk 4GB Extreme SDHC Class 10 Memory Card,B000QUUFRW,extreme card,1.82,0.00013,71,0,
SanDisk 4GB Extreme SDHC Class 10 Memory Card,B000QUUFRW,card camera,2.82,3.00E-05,68,0,
SanDisk 4GB Extreme SDHC Class 10 Memory Card,B000QUUFRW,digital camera,1.18,0.00078,63,0,
SanDisk 4GB Extreme SDHC Class 10 Memory Card,B000QUUFRW,sdhc card,1.4,0.00022,62,0,
SanDisk 4GB Extreme SDHC Class 10 Memory Card,B000QUUFRW,flash card,1.65,0.0002,61,0,
SanDisk 4GB Extreme SDHC Class 10 Memory Card,B000QUUFRW,speed card,2.36,4.00E-05,59,0,
SanDisk 4GB Extreme SDHC Class 10 Memory Card,B000QUUFRW,flash memory,1,0.00101,54,0,
SanDisk 4GB Extreme SDHC Class 10 Memory Card,B000QUUFRW,shoot video,1.78,0.00026,53,0,
SanDisk 4GB Extreme SDHC Class 10 Memory Card,B000QUUFRW,card reader,1.06,0.00025,53,0,
SanDisk 4GB Extreme SDHC Class 10 Memory Card,B000QUUFRW,video camera,1.45,9.00E-05,50,0,
SanDisk 4GB Extreme SDHC Class 10 Memory Card,B000QUUFRW,photo video,2.29,0.00024,46,0,
SanDisk 4GB Extreme SDHC Class 10 Memory Card,B000QUUFRW,picture video,2.11,0.00023,45,0,
"Tech Armor Ultimate 4-Way 360 Degree Privacy Screen Protector for Apple New iPhone 5, Latest Generation, 1-Pack",B008OHNZI0,screen protector,1.05,0.00033,617,1,
"Tech Armor Ultimate 4-Way 360 Degree Privacy Screen Protector for Apple New iPhone 5, Latest Generation, 1-Pack",B008OHNZI0,tech armor,1.01,0.0031,202,1,
"Tech Armor Ultimate 4-Way 360 Degree Privacy Screen Protector for Apple New iPhone 5, Latest Generation, 1-Pack",B008OHNZI0,anti glare,1.8,0.00298,104,1,
"Tech Armor Ultimate 4-Way 360 Degree Privacy Screen Protector for Apple New iPhone 5, Latest Generation, 1-Pack",B008OHNZI0,air bubble,1.04,0.00133,80,1,
"Tech Armor Ultimate 4-Way 360 Degree Privacy Screen Protector for Apple New iPhone 5, Latest Generation, 1-Pack",B008OHNZI0,iphone screen,1.75,7.00E-05,66,0,
"Tech Armor Ultimate 4-Way 360 Degree Privacy Screen Protector for Apple New iPhone 5, Latest Generation, 1-Pack",B008OHNZI0,matte finish,1.13,0.00393,66,1,
"Tech Armor Ultimate 4-Way 360 Degree Privacy Screen Protector for Apple New iPhone 5, Latest Generation, 1-Pack",B008OHNZI0,protect screen,2.06,0.00024,58,0,
"Tech Armor Ultimate 4-Way 360 Degree Privacy Screen Protector for Apple New iPhone 5, Latest Generation, 1-Pack",B008OHNZI0,apply protector,2.38,0.00011,55,0,
"Tech Armor Ultimate 4-Way 360 Degree Privacy Screen Protector for Apple New iPhone 5, Latest Generation, 1-Pack",B008OHNZI0,protector iphone,2.66,7.00E-05,55,0,
"Tech Armor Ultimate 4-Way 360 Degree Privacy Screen Protector for Apple New iPhone 5, Latest Generation, 1-Pack",B008OHNZI0,tech protector,2.67,0.00012,49,0,
"Tech Armor Ultimate 4-Way 360 Degree Privacy Screen Protector for Apple New iPhone 5, Latest Generation, 1-Pack",B008OHNZI0,armor protector,1.96,0.00012,48,0,
"Tech Armor Ultimate 4-Way 360 Degree Privacy Screen Protector for Apple New iPhone 5, Latest Generation, 1-Pack",B008OHNZI0,clean screen,1.98,0.00013,46,0,
"Tech Armor Ultimate 4-Way 360 Degree Privacy Screen Protector for Apple New iPhone 5, Latest Generation, 1-Pack",B008OHNZI0,finger print,1.06,0.00625,46,1,
"Tech Armor Ultimate 4-Way 360 Degree Privacy Screen Protector for Apple New iPhone 5, Latest Generation, 1-Pack",B008OHNZI0,tech screen,2.15,9.00E-05,46,0,
"Tech Armor Ultimate 4-Way 360 Degree Privacy Screen Protector for Apple New iPhone 5, Latest Generation, 1-Pack",B008OHNZI0,iphone 5s,1.13,0.00142,45,1,
"Tech Armor Ultimate 4-Way 360 Degree Privacy Screen Protector for Apple New iPhone 5, Latest Generation, 1-Pack",B008OHNZI0,apply screen,2.14,8.00E-05,45,0,
"Tech Armor Ultimate 4-Way 360 Degree Privacy Screen Protector for Apple New iPhone 5, Latest Generation, 1-Pack",B008OHNZI0,armor screen,1.24,8.00E-05,42,0,
"Tech Armor Ultimate 4-Way 360 Degree Privacy Screen Protector for Apple New iPhone 5, Latest Generation, 1-Pack",B008OHNZI0,clear protector,2.08,0.00011,38,0,
"Tech Armor Ultimate 4-Way 360 Degree Privacy Screen Protector for Apple New iPhone 5, Latest Generation, 1-Pack",B008OHNZI0,follow instruction,2.05,0.00306,37,0,
"Tech Armor Ultimate 4-Way 360 Degree Privacy Screen Protector for Apple New iPhone 5, Latest Generation, 1-Pack",B008OHNZI0,remove dust,1.56,0.00066,37,1,
"Mohu Leaf 30 TV Antenna, Indoor, 30 Mile Range, Original Paper-thin, Reversible, Paintable, 4K-Ready HDTV, 10 Foot Detachable Cable, Premium Materials for Performance, USA Made, MH-110598",B004QK7HI8,indoor antenna,1.43,0.00028,206,0,
"Mohu Leaf 30 TV Antenna, Indoor, 30 Mile Range, Original Paper-thin, Reversible, Paintable, 4K-Ready HDTV, 10 Foot Detachable Cable, Premium Materials for Performance, USA Made, MH-110598",B004QK7HI8,rabbit ear,1.03,0.00295,177,1,
"Mohu Leaf 30 TV Antenna, Indoor, 30 Mile Range, Original Paper-thin, Reversible, Paintable, 4K-Ready HDTV, 10 Foot Detachable Cable, Premium Materials for Performance, USA Made, MH-110598",B004QK7HI8,local channel,1.21,0.00018,172,1,
"Mohu Leaf 30 TV Antenna, Indoor, 30 Mile Range, Original Paper-thin, Reversible, Paintable, 4K-Ready HDTV, 10 Foot Detachable Cable, Premium Materials for Performance, USA Made, MH-110598",B004QK7HI8,mohu leaf,1.05,0.00043,156,1,
"Mohu Leaf 30 TV Antenna, Indoor, 30 Mile Range, Original Paper-thin, Reversible, Paintable, 4K-Ready HDTV, 10 Foot Detachable Cable, Premium Materials for Performance, USA Made, MH-110598",B004QK7HI8,leaf antenna,1.38,5.00E-05,117,0,
"Mohu Leaf 30 TV Antenna, Indoor, 30 Mile Range, Original Paper-thin, Reversible, Paintable, 4K-Ready HDTV, 10 Foot Detachable Cable, Premium Materials for Performance, USA Made, MH-110598",B004QK7HI8,local station,1.39,0.00035,107,1,
"Mohu Leaf 30 TV Antenna, Indoor, 30 Mile Range, Original Paper-thin, Reversible, Paintable, 4K-Ready HDTV, 10 Foot Detachable Cable, Premium Materials for Performance, USA Made, MH-110598",B004QK7HI8,pick channel,2.74,8.00E-05,104,0,
"Mohu Leaf 30 TV Antenna, Indoor, 30 Mile Range, Original Paper-thin, Reversible, Paintable, 4K-Ready HDTV, 10 Foot Detachable Cable, Premium Materials for Performance, USA Made, MH-110598",B004QK7HI8,hdtv antenna,1.17,0.00016,94,1,
"Mohu Leaf 30 TV Antenna, Indoor, 30 Mile Range, Original Paper-thin, Reversible, Paintable, 4K-Ready HDTV, 10 Foot Detachable Cable, Premium Materials for Performance, USA Made, MH-110598",B004QK7HI8,hd channel,1.43,0.00011,94,1,
"Mohu Leaf 30 TV Antenna, Indoor, 30 Mile Range, Original Paper-thin, Reversible, Paintable, 4K-Ready HDTV, 10 Foot Detachable Cable, Premium Materials for Performance, USA Made, MH-110598",B004QK7HI8,mile away,1.03,0.0011,92,1,
"Mohu Leaf 30 TV Antenna, Indoor, 30 Mile Range, Original Paper-thin, Reversible, Paintable, 4K-Ready HDTV, 10 Foot Detachable Cable, Premium Materials for Performance, USA Made, MH-110598",B004QK7HI8,try antenna,2.51,5.00E-05,91,0,
"Mohu Leaf 30 TV Antenna, Indoor, 30 Mile Range, Original Paper-thin, Reversible, Paintable, 4K-Ready HDTV, 10 Foot Detachable Cable, Premium Materials for Performance, USA Made, MH-110598",B004QK7HI8,channel scan,1.55,0.00022,90,1,
"Mohu Leaf 30 TV Antenna, Indoor, 30 Mile Range, Original Paper-thin, Reversible, Paintable, 4K-Ready HDTV, 10 Foot Detachable Cable, Premium Materials for Performance, USA Made, MH-110598",B004QK7HI8,receive channel,2.26,0.00012,87,0,
"Mohu Leaf 30 TV Antenna, Indoor, 30 Mile Range, Original Paper-thin, Reversible, Paintable, 4K-Ready HDTV, 10 Foot Detachable Cable, Premium Materials for Performance, USA Made, MH-110598",B004QK7HI8,signal strength,1.04,0.0009,76,1,
"Mohu Leaf 30 TV Antenna, Indoor, 30 Mile Range, Original Paper-thin, Reversible, Paintable, 4K-Ready HDTV, 10 Foot Detachable Cable, Premium Materials for Performance, USA Made, MH-110598",B004QK7HI8,crystal clear,1.04,0.00291,72,1,
"Mohu Leaf 30 TV Antenna, Indoor, 30 Mile Range, Original Paper-thin, Reversible, Paintable, 4K-Ready HDTV, 10 Foot Detachable Cable, Premium Materials for Performance, USA Made, MH-110598",B004QK7HI8,tv antenna,1.78,2.00E-05,72,1,
